站次,站名_链接,站名,到达时间,开车时间,停留,天数,运行时间,里程,二等_一等座,硬卧上_中_下,软卧上_下
8,http://shike.gaotie.cn/zhan.asp?zhan=%B3%A3%D6%DD,常州站,11:50,11:52,2分钟,1,4小时19分,662,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%CE%DE%CE%FD,无锡站,12:07,12:09,2分钟,1,4小时36分,701,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%CE%DE%CE%FD%D0%C2%C7%F8,无锡新区站,12:17,12:18,1分钟,1,4小时46分,714,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%CB%D5%D6%DD,苏州站,12:30,12:32,2分钟,1,4小时59分,743,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C9%BD%C4%CF,昆山南站,12:44,12:46,2分钟,1,5小时13分,777,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,13:06,终点站,0分钟,1,5小时35分,827,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%D2%CB%B2%FD%B6%AB,宜昌东站,始发站,06:33,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%D6%A6%BD%AD%B1%B1,枝江北站,06:52,06:54,2分钟,1,19分,44,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%BE%A3%D6%DD,荆州站,07:13,07:15,2分钟,1,40分,88,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C7%B1%BD%AD,潜江站,07:40,07:42,2分钟,1,1小时7分,158,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%CF%C9%CC%D2%CE%F7,仙桃西站,07:52,07:54,2分钟,1,1小时19分,178,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%CC%EC%C3%C5%C4%CF,天门南站,08:08,08:10,2分钟,1,1小时35分,209,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BA%B4%A8,汉川站,08:25,08:27,2分钟,1,1小时52分,246,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BA%BF%DA,汉口站,08:52,09:00,8分钟,1,2小时19分,292,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C2%E9%B3%C7%B1%B1,麻城北站,09:38,09:40,2分钟,1,3小时5分,403,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C1%F9%B0%B2,六安站,10:25,10:27,2分钟,1,3小时52分,564,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%BA%CF%B7%CA%C4%CF,合肥南站,10:51,11:04,13分钟,1,4小时18分,651,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AB%BD%B7,全椒站,11:39,11:46,7分钟,1,5小时6分,752,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%BE%A9%C4%CF,南京南站,12:07,12:09,2分钟,1,5小时34分,808,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%B5%A4%D1%F4,丹阳站,12:46,12:55,9分钟,1,6小时13分,901,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%B3%A3%D6%DD,常州站,13:10,13:12,2分钟,1,6小时37分,954,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%C6%DD%CA%FB%D1%DF,戚墅堰站,13:20,13:22,2分钟,1,6小时47分,965,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%BB%DD%C9%BD,惠山站,13:29,13:42,13分钟,1,6小时56分,979,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%CE%DE%CE%FD,无锡站,13:50,13:52,2分钟,1,7小时17分,993,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%CB%D5%D6%DD%D0%C2%C7%F8,苏州新区站,14:04,14:10,6分钟,1,7小时31分,1025,/,//,"
/
"
20,http://shike.gaotie.cn/zhan.asp?zhan=%CB%D5%D6%DD,苏州站,14:17,14:19,2分钟,1,7小时44分,1035,/,//,"
/
"
21,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,14:47,终点站,0分钟,1,8小时14分,1121,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,始发站,15:16,0分钟,1,0分,0,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,始发站,15:16,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C9%BD%C4%CF,昆山南站,15:35,15:37,2分钟,1,19分,50,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C9%BD%C4%CF,昆山南站,15:35,15:37,2分钟,1,19分,50,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%CB%D5%D6%DD,苏州站,15:50,15:52,2分钟,1,34分,84,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%CB%D5%D6%DD,苏州站,15:50,15:52,2分钟,1,34分,84,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%CE%DE%CE%FD,无锡站,16:07,16:09,2分钟,1,51分,126,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%CE%DE%CE%FD,无锡站,16:07,16:09,2分钟,1,51分,126,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B5%A4%D1%F4,丹阳站,16:37,16:42,5分钟,1,1小时21分,210,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B5%A4%D1%F4,丹阳站,16:37,16:42,5分钟,1,1小时21分,210,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%BE%A9%C4%CF,南京南站,17:20,17:25,5分钟,1,2小时4分,311,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%BE%A9%C4%CF,南京南站,17:20,17:25,5分钟,1,2小时4分,311,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AB%BD%B7,全椒站,17:45,17:59,14分钟,1,2小时29分,367,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AB%BD%B7,全椒站,17:45,17:59,14分钟,1,2小时29分,367,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%BA%CF%B7%CA%C4%CF,合肥南站,18:35,18:41,6分钟,1,3小时19分,468,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%BA%CF%B7%CA%C4%CF,合肥南站,18:35,18:41,6分钟,1,3小时19分,465,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C1%F9%B0%B2,六安站,19:05,19:07,2分钟,1,3小时49分,557,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C1%F9%B0%B2,六安站,19:05,19:07,2分钟,1,3小时49分,555,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F0%D5%AF,金寨站,19:24,19:26,2分钟,1,4小时8分,607,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F0%D5%AF,金寨站,19:24,19:26,2分钟,1,4小时8分,607,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C2%E9%B3%C7%B1%B1,麻城北站,19:59,20:02,3分钟,1,4小时43分,718,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C2%E9%B3%C7%B1%B1,麻城北站,19:59,20:02,3分钟,1,4小时43分,718,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%BA%EC%B0%B2%CE%F7,红安西站,20:16,20:27,11分钟,1,5小时0分,755,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%BA%EC%B0%B2%CE%F7,红安西站,20:16,20:27,11分钟,1,5小时0分,757,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BA%BF%DA,汉口站,20:57,终点站,0分钟,1,5小时41分,827,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BA%BF%DA,汉口站,20:57,终点站,0分钟,1,5小时41分,827,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,始发站,15:16,0分钟,1,0分,0,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,始发站,15:16,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C9%BD%C4%CF,昆山南站,15:35,15:37,2分钟,1,19分,50,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C9%BD%C4%CF,昆山南站,15:35,15:37,2分钟,1,19分,50,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%CB%D5%D6%DD,苏州站,15:50,15:52,2分钟,1,34分,84,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%CB%D5%D6%DD,苏州站,15:50,15:52,2分钟,1,34分,84,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%CE%DE%CE%FD,无锡站,16:07,16:09,2分钟,1,51分,126,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%CE%DE%CE%FD,无锡站,16:07,16:09,2分钟,1,51分,126,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B5%A4%D1%F4,丹阳站,16:37,16:42,5分钟,1,1小时21分,210,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B5%A4%D1%F4,丹阳站,16:37,16:42,5分钟,1,1小时21分,210,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%BE%A9%C4%CF,南京南站,17:20,17:25,5分钟,1,2小时4分,311,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%BE%A9%C4%CF,南京南站,17:20,17:25,5分钟,1,2小时4分,311,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AB%BD%B7,全椒站,17:45,17:59,14分钟,1,2小时29分,367,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AB%BD%B7,全椒站,17:45,17:59,14分钟,1,2小时29分,367,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%BA%CF%B7%CA%C4%CF,合肥南站,18:35,18:41,6分钟,1,3小时19分,468,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%BA%CF%B7%CA%C4%CF,合肥南站,18:35,18:41,6分钟,1,3小时19分,465,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C1%F9%B0%B2,六安站,19:05,19:07,2分钟,1,3小时49分,557,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C1%F9%B0%B2,六安站,19:05,19:07,2分钟,1,3小时49分,555,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F0%D5%AF,金寨站,19:24,19:26,2分钟,1,4小时8分,607,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F0%D5%AF,金寨站,19:24,19:26,2分钟,1,4小时8分,607,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C2%E9%B3%C7%B1%B1,麻城北站,19:59,20:02,3分钟,1,4小时43分,718,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C2%E9%B3%C7%B1%B1,麻城北站,19:59,20:02,3分钟,1,4小时43分,718,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%BA%EC%B0%B2%CE%F7,红安西站,20:16,20:27,11分钟,1,5小时0分,755,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%BA%EC%B0%B2%CE%F7,红安西站,20:16,20:27,11分钟,1,5小时0分,757,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BA%BF%DA,汉口站,20:57,终点站,0分钟,1,5小时41分,827,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BA%BF%DA,汉口站,20:57,终点站,0分钟,1,5小时41分,827,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%D2%CB%B2%FD%B6%AB,宜昌东站,始发站,06:33,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%D6%A6%BD%AD%B1%B1,枝江北站,06:52,06:54,2分钟,1,19分,44,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%BE%A3%D6%DD,荆州站,07:13,07:15,2分钟,1,40分,88,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C7%B1%BD%AD,潜江站,07:40,07:42,2分钟,1,1小时7分,158,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%CF%C9%CC%D2%CE%F7,仙桃西站,07:52,07:54,2分钟,1,1小时19分,178,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%CC%EC%C3%C5%C4%CF,天门南站,08:08,08:10,2分钟,1,1小时35分,209,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BA%B4%A8,汉川站,08:25,08:27,2分钟,1,1小时52分,246,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BA%BF%DA,汉口站,08:52,09:00,8分钟,1,2小时19分,292,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C2%E9%B3%C7%B1%B1,麻城北站,09:38,09:40,2分钟,1,3小时5分,403,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C1%F9%B0%B2,六安站,10:25,10:27,2分钟,1,3小时52分,564,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%BA%CF%B7%CA%C4%CF,合肥南站,10:51,11:04,13分钟,1,4小时18分,651,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AB%BD%B7,全椒站,11:39,11:46,7分钟,1,5小时6分,752,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%BE%A9%C4%CF,南京南站,12:07,12:09,2分钟,1,5小时34分,808,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%B5%A4%D1%F4,丹阳站,12:46,12:55,9分钟,1,6小时13分,901,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%B3%A3%D6%DD,常州站,13:10,13:12,2分钟,1,6小时37分,954,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%C6%DD%CA%FB%D1%DF,戚墅堰站,13:20,13:22,2分钟,1,6小时47分,965,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%BB%DD%C9%BD,惠山站,13:29,13:42,13分钟,1,6小时56分,979,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%CE%DE%CE%FD,无锡站,13:50,13:52,2分钟,1,7小时17分,993,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%CB%D5%D6%DD%D0%C2%C7%F8,苏州新区站,14:04,14:10,6分钟,1,7小时31分,1025,/,//,"
/
"
20,http://shike.gaotie.cn/zhan.asp?zhan=%CB%D5%D6%DD,苏州站,14:17,14:19,2分钟,1,7小时44分,1035,/,//,"
/
"
21,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,14:47,终点站,0分钟,1,8小时14分,1121,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%CE%E4%B2%FD,武昌站,始发站,09:40,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BA%BF%DA,汉口站,10:00,10:05,5分钟,1,20分,20,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%BA%EC%B0%B2%CE%F7,红安西站,10:34,10:36,2分钟,1,54分,72,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C2%E9%B3%C7%B1%B1,麻城北站,10:49,10:59,10分钟,1,1小时9分,111,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F0%D5%AF,金寨站,11:31,11:33,2分钟,1,1小时51分,240,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%C1%F9%B0%B2,六安站,11:50,11:52,2分钟,1,2小时10分,272,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%BA%CF%B7%CA%C4%CF,合肥南站,12:17,12:23,6分钟,1,2小时37分,359,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AB%BD%B7,全椒站,12:58,13:00,2分钟,1,3小时18分,460,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%BE%A9%C4%CF,南京南站,13:21,13:31,10分钟,1,3小时41分,516,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%D5%F2%BD%AD,镇江站,14:00,14:02,2分钟,1,4小时20分,590,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%B5%A4%D1%F4,丹阳站,14:15,14:17,2分钟,1,4小时35分,617,/,//,"
/
"
